gardiner_code,gardiner_source,unicode_cp,unicode,unikemet_code,jsesh_code,category,description,function,core
A245C,kEH_HG,13600,U+13600,HJ A245C,A245C,A-20-058,"Man, standing, right arm raised, hand horizontal at the height of the shoulder, hand palm upwards, with a drum/tambourine slightly above the hand, left arm hanging beside the body.",Classifier striking a drum,C
A245D,kEH_HG,13602,U+13602,HJ A245D,A245D,A-20-063,"Man, standing, both arms forwards, right hand at the height of the shoulder, holding a tambourine, left arm raised below it, as if to beat the tambourine.","Classifier beating, striking",C
A247,kEH_HG,13604,U+13604,A247,A247,A-21-003,"Man, standing, arms at either side of the body, holding the necks of two emblematic animals with panther heads, which runs under the feet of the man, overlapping as a two ties.",Logogram (Cusae),C
A248,kEH_HG,13605,U+13605,HJ A248,A248,A-21-006,"Man, standing, right arm forward, holding a staff, left arm hanging beside the body, holding a rope/leash connected to a standing hunting hound (E14), behind the man.","Classifier hunter, scout",C
A248B,kEH_HG,13606,U+13606,HJ A248B,A248B,A-21-009,"Man, seated, right knee raised, right arm in front of the body, holding a throwing stick (T14), which angles towards the front, left arm hanging beside the body, holding a rope/leash connected to a standing hunting hound (E14), behind the man.","Classifier hunter, scout",C
A249,kEH_HG,13607,U+13607,A249,,A-21-010,"Man, seated on a horse, right hand forward, holding the reins, left arm hanging beside the body.","Logogram (to be strong, valiant)",C
A249A,kEH_HG,13609,U+13609,HJ A249A,A249A,A-21-012,"Man, seated on a combination of two front-parts of a horse, facing forward and backwards, arms extended at either side of the body, holding the reins of both horseheads.",Logogram (Cusae),C
A25,kEH_HG,1301D,U+1301D,A025,A25,A-16-039,"Man, standing, back bent forward, right arm forward, holding a stick which slightly curves towards the body, left arm hanging beside the body.",Classifier force/effort,C
A250,kEH_HG,1360C,U+1360C,HJ A250,A250,A-21-016,"Man, standing in a chariot, drawn by a span of 4 rearing horses, both arms forward, one holding a stick, the other holding the reins.",Classifier chariot,C
A251,kEH_HG,1360D,U+1360D,HJ A251,A251,A-21-018,"Man, standing, right arm forward, holding a spear with the point downwards, left arm hanging beside the body, on top of a bovid, lying on the ground, legs folded under the body, tail down.",Logogram (triomphator),C
A252,kEH_HG,1360E,U+1360E,HJ A252,A252,A-21-019,,,
A253,kEH_HG,1360F,U+1360F,HJ A253,A253,A-21-020,"Man, standing behind a bovid, lying on the ground, legs folded under the body, tail down; left leg raised, with the foreleg of the man on top of the back of the bovid, right arm forward, holding the forward horn, left arm hanging beside the body, hand touching the back of the bovid.","Logogram (butchery, animals for sacrifice)",C
A254,kEH_HG,13611,U+13611,HJ A254,A254,A-21-022,"Child, with N6 (The sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus)) upon his head, seated between the horns of a bull (bovid), standing; arms at either side of the child, holding the horns of the bull.",Logogram (part of the sꜣ-rꜥ nb ḫꜥ.w construction),C
A256,kEH_HG,13614,U+13614,HJ A256,A256,A-21-027,"A child, seated on an elephant, left leg visible, right arm raised with hand to mouth, left arm hanging beside the body.",Phonemogram aromatic resin (styrax?),C
A257,kEH_HG,13617,U+13617,HJ A257,A257,A-21-031,"Man, standing behind a pig, right arm forward, holding the tail of the pig, left arm hanging beside the body.",Phonemogram (lapis-lazuli),C
A259,kEH_HG,13616,U+13616,HJ A259,A259,A-21-029,"Man, standing on top of a hippopotamus, right arm forward, holding a horizontal staff or spear (if spear, spear tip down), left arm hanging beside the body.",Logogram (triomphator),C
A25A,kEH_HG,13596,U+13596,HJ A025A,A25A,A-16-026,"Man, standing, right arm forward, holding a stick horizontally, left arm hanging beside the body.",Logogram (to be strong),C
A26,kEH_HG,1301E,U+1301E,A026,A26,A-02-020,"Man, standing, right arm outstretched before him, with the left arm hanging beside the body.",Logogram (vocative interjection),C
A261,kEH_HG,1361C,U+1361C,HJ A261,A261,A-22-001,,,
A262,kEH_HG,1361F,U+1361F,HJ A262,A262,A-23-009,"Child, seated on nothing, forelegs spread, right arm forward, holding a knife (T30A), angled toward the body, left arm hanging beside the body.",Phonemogram,C
A267,kEH_HG,13623,U+13623,HJ A267,A267,A-23-016,"Child, seated on top of a horn, forelegs spread, right arm extended forwards, forearm horizontal, holding the tip of the horn, left arm hanging beside the body.",Phonemogram,C
A27,kEH_HG,1301F,U+1301F,A027,A27,A-02-041,"Man, running, right arm raised in front, left arm in front of the body.",Phonemogram/classifier messenger,C
A270,kEH_HG,13624,U+13624,HJ A270,A270,A-23-019,,,
A272,kEH_HG,13625,U+13625,HJ A272,A272,A-23-023,"Child, with N6 (The sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus)) upon his head, seated on nothing, forelegs spread, right arm raised in front with hand to mouth, left arm hanging beside the body.",Logogram (son of Re),C
A273,kEH_HG,13627,U+13627,HJ A273,A273,A-23-025,"Child, with a cobra in repose (Naja haje), standing up (I80) on his head, seated on nothing, forelegs spread, right arm raised in front with hand to mouth, left arm hanging beside the body.",Phonemogram,C
A274,kEH_HG,13629,U+13629,HJ A274,A274,A-23-028,"Child, wearing the white crown (S1), seated on nothing, forelegs spread, right arm raised in front with hand to mouth, left arm hanging beside the body.",Classifier child,C
A274A,kEH_HG,13680,U+13680,HJ A274A,A274A,A-28-031,"God, seated, both knees up, foot flat on the ground, heels touching the thighs, with a long-curved beard, wearing the white crown (S1), both arms forward, holding a flagellum (S45).",Classifier divinity,C
A278A,kEH_HG,13634,U+13634,HJ A278A,A278A,A-23-051,"A child, seated on a mat, wearing a coif with uraeus, covered in cloth, legs bent in front, feet at the same level as the mat, right arm raised in front with hand to mouth, left arm in front, hand upon the knee.",Classifier child,C
A278B,kEH_HG,13635,U+13635,HJ A278B,A278B,A-23-052,,,
A279,kEH_HG,13637,U+13637,HJ A279,A279,A-23-055,"Child, seated, both knees raised, feet horizontal, heels touching ties, right arm raised in front with hand to mouth, left arm hanging beside the body; on top of a lotus flower, facing upwards, with a short stalk, and a bud at either side (M224A).","Logogram (crowns, appearances)",C
A27A,kEH_HG,1349F,U+1349F,HJ A027A,A27A,A-02-042,,,
A28,kEH_HG,13020,U+13020,A028,A28,A-02-044,"Man, standing, with arms raised at either side of the body, hand palms inwards.",Logogram (to be high),C
A281,kEH_HG,13638,U+13638,HJ A281,A281,A-23-057,"Child, naked, standing, right arm raised in front with hand to mouth, left arm hanging beside the body.",Logogram (son/child of),C
A282,kEH_HG,1363D,U+1363D,HJ A282,A282,A-24-003,"A dwarf, naked, standing, arms hanging at either side of the body.","Logogram (dwarf, pigmy)",C
A285,kEH_HG,13648,U+13648,HJ A285,A285,A-25-024,"Man, seated on a chair, right arm extended forwards, holding a staff at an angle, left arm in front of the body, with the hand on the lap.","Classifier to abide, to occupy",C
A288,kEH_HG,1364D,U+1364D,HJ A288,A288,A-25-037,"God, with long-curved beard, seated on a chair, with a two-feather headdress mounted on the horns of a ram on its head, both arms extended forwards, forearms horizontal, one above the other, holding a flagellum (S45) and crook, opening inwards (S38). ",Logogram/phonemogram (costly offerings),C
A29,kEH_HG,13021,U+13021,A029,A29,A-03-001,"Man, upside-down, both arms raised at either side of the body, hand palms inwards.",Classifier upside-down,C
A290,kEH_HG,1365D,U+1365D,HJ A290,A290,A-26-038,"God, seated, both knees up, with covered legs and arms, with a long-curved beard and long wig, holding a knife (T30A), angled slightly forward.",Logogram (first person singular),C
A291,kEH_HG,1365E,U+1365E,HJ A291,A291,A-26-039,"God, seated, both knees up, with covered legs and arms, with a long-curved beard and long wig, holding a sceptre (S42) vertically.",Logogram (powerful one),C
A292,kEH_HG,1365F,U+1365F,HJ A292,A292,A-26-040,"God, seated, both knees up, with covered legs and arms, with a long-curved beard and long wig, holding a club used by washermen for beating laundry (U36) vertically.",Logogram (majesty),C
A296,kEH_HG,13664,U+13664,HJ A296,A296,A-27-003,"Man, standing, right arm forward, holding a crook (S38) at the same size as the man vertically, left arm hanging beside the body, holding a flagellum (S45) horizontally.",Logogram (ruler),C
A296B,kEH_HG,13666,U+13666,HJ A296B,A296B,A-27-008,"Man, standing, right arm forward, holding a sceptre with a straight shaft, a forked base, topped with the head of the Seth animal (wAs, S40); left arm hanging beside the body.",Logogram (sovereign),C
A296E,kEH_HG,13662,U+13662,HJ A296E,A296E,A-27-001,"Man, standing, right arm forward, holding a crook (S38) at the same size as the man vertically, left arm hanging beside the body.",Logogram (to rule),C
A298,kEH_HG,1366D,U+1366D,HJ A298,A298,A-27-029,"A statue of the king, standing, with a long straight beard, uraeus and coif, with the left arm vertically over the body.",Classifier statue,C
A2A,kEH_HG,13470,U+13470,HJ A002A,A2A,A-01-030,"Man seated, right knee raised, right arm raised with hand to mouth, left arm raised in front of the body.",Classifier speech/sound,C
A3,kEH_HG,13002,U+13002,A003,A3,A-01-005,"Man, seated on heel, right knee raised, right arm raised, left arm in front of body.",Classifier sitting,C
A30,kEH_HG,13022,U+13022,A030,A30,A-04-001,"Man, standing, both arms raised in front, hands held vertically, hand palms outwards.",Classifier adoration,C
A300,kEH_HG,13684,U+13684,HJ A300,A300,A-28-042,"King, standing, with a long straight beard, wearing the white crown with uraeus (S1A), right arm forward, holding a crook (S38) of the size of the king vertically, opening outwards, left arm hanging beside the body, holding a flagellum (S45) horizontally.",Logogram (king of Upper Egypt),C
A301,kEH_HG,13691,U+13691,HJ A301,A301,A-29-018,"King, seated on a block-throne, with a long straight beard, wearing the red crown (S3), no arms visible.",Classifier sovereign,C
A301A,kEH_HG,13692,U+13692,HJ A301A,A301A,A-29-019,"King, seated on a block-throne, with a long straight beard, wearing the red crown (S3), both arms forward, forearms horizontal, one above the other, holding a flagellum (S45).",Classifier king,C
A302B,kEH_HG,13690,U+13690,HJ A302B,A302B,A-29-017,"King, standing, with a long straight beard, wearing the red crown (S3), right arm forward, right hand at the height of the shoulder, holding a sceptre (S42), left arm forward, left hand at the height of the waist, holding a stick/staff which runs from the right toe to the left hand, and a mace (T3), angled forward.",Logogram (king of Lower Egypt),C
A302D,kEH_HG,135EF,U+135EF,HJ A302D,A302D,A-20-016,"King, standing, wearing the red crown (S3) and a long straight beard, right arm forwards, 45 degree downwards, left arm towards the front, left hand in front of the body, at the height of the shoulder, holding a sceptre (S42).",Logogram (the king of Lower Egypt),C
A304,kEH_HG,13698,U+13698,HJ A304,A304,A-30-001,"King, seated, both knees up, with covered legs and arms, with a long straight beard, wearing the double crown (S5).",Phonemogram,C
A304A,kEH_HG,1369A,U+1369A,HJ A304A,A304A,A-30-003,"King, seated, both knees up, with covered legs and arms, with a long straight beard, wearing the double crown (S5), holding a tie or strap, used with sandals (ankh sign, S34), angled forwards.",Logogram (first person singular),C
A304C,kEH_HG,1369B,U+1369B,HJ A304C,A304C,A-30-006,"King, seated, both knees up, with covered legs and arms, with a long straight beard, wearing the double crown (S5), holding a flagellum (S45) and a crook (S38) with the opening inwards.",Logogram (king of Upper and Lower Egypt),C
A304D,kEH_HG,1369C,U+1369C,HJ A304D,A304D,A-30-007,"King, seated, both knees up, with covered legs and arms, with a long straight beard, wearing the double crown (S5), holding a club used by washermen for beating laundry (U36) vertically.",Classifier king/divinity,C
A304E,kEH_HG,1369D,U+1369D,HJ A304E,A304E,A-30-008,"God, seated, both knees up, with covered legs and arms, with a long-curved beard, wearing the double crown (S5), holding a crook (S38) vertically, with the opening inward.",Classifier king/divinity,C
A304F,kEH_HG,1369E,U+1369E,HJ A304F,A304F,A-30-009,"God, seated, both knees up, with covered legs and arms, with a long-curved beard, wearing the double crown (S5), holding a flagellum (S45).",Logogram (Atum),C
A304G,kEH_HG,1369F,U+1369F,HJ A304G,A304G,A-30-010,"King, seated, both knees up, with covered legs and arms, with a long straight beard, wearing the double crown (S5), holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically.",Classifier divinity,C
A305,kEH_HG,136A1,U+136A1,HJ A305,A305,A-30-013,"King, seated on a block-throne, with a long straight beard, wearing the double crown (S5), both arms forward, forearms horizontal, one above the other, holding a flagellum (S45).",Classifier sovereign,C
A307,kEH_HG,136A3,U+136A3,HJ A307,A307,A-30-026,,,
A31,kEH_HG,13023,U+13023,A031,A31,A-02-030,"Man, standing, head facing forwards, arms raised behind him, hand palms outwards.",Classifier turning away,C
A311,kEH_HG,136A5,U+136A5,HJ A311,A311,A-30-038,"Man, standing, wearing headdress consisting of a double plume mounted on ram horns, right arm forward, holding a staff/stick that angles towards the man, left arm hanging besides the body.",Logogram (sovereign),C
